Image Id,Cassava Bacterial Blight (CBB),Cassava Brown Streak Disease (CBSD),Cassava Green Mottle (CGM),Cassava Mosaic Disease (CMD),Healthy
1000015157.jpg,0.22940081357955933,0.19018973410129547,0.18191277980804443,0.182356059551239,0.21614059805870056
1000015157.jpg,0.2294716238975525,0.19014719128608704,0.1817823350429535,0.1823008805513382,0.2162979394197464
1000015157.jpg,0.22930268943309784,0.19026461243629456,0.18209044635295868,0.1823955923318863,0.21594662964344025
1000015157.jpg,0.22686195373535156,0.1919281929731369,0.18624959886074066,0.18345092236995697,0.2115093320608139
1000015157.jpg,0.2298259139060974,0.1899428516626358,0.18122194707393646,0.18213996291160583,0.21686936914920807
1000015157.jpg,0.23095998167991638,0.18912209570407867,0.17930632829666138,0.18167127668857574,0.21894033253192902
1000015157.jpg,0.2302244007587433,0.18962910771369934,0.18047359585762024,0.18192972242832184,0.21774323284626007
1000015157.jpg,0.22946685552597046,0.1901695728302002,0.18181973695755005,0.18231071531772614,0.21623313426971436
1000015157.jpg,0.226314514875412,0.19230803847312927,0.1871851086616516,0.18365563452243805,0.21053674817085266
1000015157.jpg,0.22930940985679626,0.19026882946491241,0.18204833567142487,0.18234530091285706,0.2160281538963318
1000015157.jpg,0.23002989590168,0.18973025679588318,0.18081365525722504,0.1820741593837738,0.2173519879579544
1000015157.jpg,0.23192736506462097,0.18841552734375,0.17761145532131195,0.1811985969543457,0.22084695100784302
1000015157.jpg,0.2272975742816925,0.19167332351207733,0.185505673289299,0.18320266902446747,0.21232075989246368
1000015157.jpg,0.231193408370018,0.1889081746339798,0.17884305119514465,0.18154646456241608,0.21950890123844147
1000015157.jpg,0.23001037538051605,0.18972739577293396,0.18084299564361572,0.18209969997406006,0.2173195630311966
1000015157.jpg,0.22619827091693878,0.1923922896385193,0.18737943470478058,0.1836986392736435,0.21033135056495667
1000015157.jpg,0.23013663291931152,0.18968743085861206,0.1806778460741043,0.18203595280647278,0.21746212244033813
1000015157.jpg,0.22847971320152283,0.19082581996917725,0.183484748005867,0.18275749683380127,0.21445225179195404
1000015157.jpg,0.2288435697555542,0.19060008227825165,0.18287113308906555,0.18257169425487518,0.2151135504245758
1000015157.jpg,0.22902853786945343,0.19047385454177856,0.18252839148044586,0.18245165050029755,0.21551761031150818
1000015157.jpg,0.22841858863830566,0.19087597727775574,0.18359455466270447,0.18277107179164886,0.21433980762958527
1000015157.jpg,0.22831842303276062,0.19094745814800262,0.18376407027244568,0.18281997740268707,0.2141500562429428
1000015157.jpg,0.23036476969718933,0.18951590359210968,0.18027134239673615,0.1819421947002411,0.21790587902069092
1000015157.jpg,0.22832337021827698,0.19096995890140533,0.18377816677093506,0.18281114101409912,0.2141173928976059
1000015157.jpg,0.22974132001399994,0.18996647000312805,0.18135368824005127,0.18220199644565582,0.21673648059368134
1000015157.jpg,0.22902017831802368,0.19043798744678497,0.18252936005592346,0.18251000344753265,0.21550242602825165
1000015157.jpg,0.22973321378231049,0.18995723128318787,0.18136076629161835,0.18222576379776,0.21672305464744568
1000015157.jpg,0.22867992520332336,0.1907547563314438,0.18318597972393036,0.18262571096420288,0.21475371718406677
1000015157.jpg,0.22700120508670807,0.19186486303806305,0.1860240250825882,0.18335984647274017,0.21175003051757812
1000015157.jpg,0.22921428084373474,0.19036757946014404,0.18226408958435059,0.18240223824977875,0.2157517969608307
1000015157.jpg,0.22978204488754272,0.18995361030101776,0.18127603828907013,0.18216198682785034,0.21682634949684143
1000015157.jpg,0.2304290235042572,0.1895277351140976,0.18022334575653076,0.18187333643436432,0.2179466187953949
1000015157.jpg,0.23078715801239014,0.1892378032207489,0.17956997454166412,0.18174709379673004,0.21865803003311157
1000015157.jpg,0.23014980554580688,0.18966297805309296,0.18064802885055542,0.18205378949642181,0.21748538315296173
1000015157.jpg,0.2293546497821808,0.19022631645202637,0.1820082664489746,0.18238632380962372,0.21602435410022736
1000015157.jpg,0.22949257493019104,0.19015134871006012,0.18179665505886078,0.1823207139968872,0.21623872220516205
1000015157.jpg,0.2313394695520401,0.18886364996433258,0.17864011228084564,0.1814684122800827,0.219688281416893
1000015157.jpg,0.2314029037952423,0.18881995975971222,0.17852851748466492,0.18143194913864136,0.21981662511825562
1000015157.jpg,0.22840163111686707,0.19090615212917328,0.18363036215305328,0.18277177214622498,0.21429015696048737
1000015157.jpg,0.23076795041561127,0.1892480105161667,0.17959806323051453,0.18174022436141968,0.21864573657512665
1000015157.jpg,0.22874833643436432,0.19062843918800354,0.18301419913768768,0.18264423310756683,0.21496473252773285
1000015157.jpg,0.2292058765888214,0.1903260201215744,0.18227852880954742,0.18247798085212708,0.2157115489244461
1000015157.jpg,0.23016299307346344,0.1896779090166092,0.18064743280410767,0.1820196658372879,0.21749204397201538
1000015157.jpg,0.2269473820924759,0.19187234342098236,0.186122864484787,0.18344652652740479,0.21161089837551117
1000015157.jpg,0.2289886474609375,0.19039598107337952,0.18256303668022156,0.1825895458459854,0.21546277403831482
1000015157.jpg,0.22585532069206238,0.1926449090242386,0.18801262974739075,0.18385963141918182,0.20962752401828766
1000015157.jpg,0.23140673339366913,0.1887853443622589,0.17849166691303253,0.18143849074840546,0.21987780928611755
1000015157.jpg,0.22975845634937286,0.19001708924770355,0.18135972321033478,0.18215829133987427,0.21670641005039215
1000015157.jpg,0.22818590700626373,0.19100290536880493,0.18396656215190887,0.18290165066719055,0.21394303441047668
1000015157.jpg,0.22781389951705933,0.19132092595100403,0.18464793264865875,0.18301138281822205,0.21320581436157227
1000015157.jpg,0.2298518866300583,0.1898200660943985,0.1811257302761078,0.18220733106136322,0.2169949859380722
1000015157.jpg,0.229803666472435,0.1899343729019165,0.18126848340034485,0.18218745291233063,0.2168060690164566
1000015157.jpg,0.2297428548336029,0.18996813893318176,0.18135759234428406,0.18222160637378693,0.21670985221862793
1000015157.jpg,0.23045629262924194,0.1894616037607193,0.18013982474803925,0.1819073110818863,0.21803493797779083
1000015157.jpg,0.23057198524475098,0.1893801987171173,0.1799239069223404,0.1818271279335022,0.21829679608345032
1000015157.jpg,0.2305143177509308,0.18945398926734924,0.18002820014953613,0.18181531131267548,0.21818822622299194
1000015157.jpg,0.23061586916446686,0.1893494874238968,0.1798667162656784,0.18182101845741272,0.21834686398506165
1000015157.jpg,0.2300071120262146,0.18977302312850952,0.1808890402317047,0.1820717751979828,0.21725896000862122
1000015157.jpg,0.23078374564647675,0.18926922976970673,0.17958129942417145,0.1817108541727066,0.2186548262834549
1000015157.jpg,0.23091962933540344,0.18910011649131775,0.17934110760688782,0.18172167241573334,0.21891747415065765
1000015157.jpg,0.23072116076946259,0.18928484618663788,0.17968612909317017,0.18176771700382233,0.21854019165039062
1000015157.jpg,0.2317078411579132,0.1885840743780136,0.17800799012184143,0.18131695687770844,0.22038307785987854
1000015157.jpg,0.2316657155752182,0.1886289268732071,0.17809142172336578,0.18133650720119476,0.22027745842933655
1000015157.jpg,0.23187372088432312,0.18846145272254944,0.17772629857063293,0.1812465786933899,0.22069190442562103
1000015157.jpg,0.2249801754951477,0.19320158660411835,0.18945004045963287,0.18417036533355713,0.20819784700870514
1000015157.jpg,0.2290927618741989,0.19039659202098846,0.1824747771024704,0.18252961337566376,0.21550624072551727
1000015157.jpg,0.22668085992336273,0.19208082556724548,0.18656569719314575,0.18348219990730286,0.21119043231010437
1000015157.jpg,0.2280891239643097,0.19111043214797974,0.18417195975780487,0.18292586505413055,0.21370255947113037
1000015157.jpg,0.2291688621044159,0.19033481180667877,0.18233239650726318,0.1825077086687088,0.21565622091293335
1000015157.jpg,0.2319049835205078,0.18844786286354065,0.17768773436546326,0.18123804032802582,0.22072145342826843
1000015157.jpg,0.2298355996608734,0.1898995339870453,0.18121205270290375,0.1821909099817276,0.21686190366744995
1000015157.jpg,0.22907516360282898,0.1904575079679489,0.18245121836662292,0.18242798745632172,0.21558815240859985
1000015157.jpg,0.22937344014644623,0.190199613571167,0.18197675049304962,0.18239106237888336,0.216059148311615
1000015157.jpg,0.22873546183109283,0.19068747758865356,0.18311509490013123,0.18266960978507996,0.21479232609272003
1000015157.jpg,0.22915083169937134,0.19041265547275543,0.18238139152526855,0.1824415624141693,0.21561355888843536
1000015157.jpg,0.22886569797992706,0.19058582186698914,0.18285173177719116,0.18256844580173492,0.21512827277183533
1000015157.jpg,0.22921021282672882,0.19033613801002502,0.18225780129432678,0.1824372112751007,0.21575865149497986
1000015157.jpg,0.229494109749794,0.19016656279563904,0.18182256817817688,0.18232280015945435,0.21619397401809692
1000015157.jpg,0.22928652167320251,0.19029685854911804,0.18212278187274933,0.18237358331680298,0.21592020988464355
1000015157.jpg,0.22933286428451538,0.1902758926153183,0.1820521354675293,0.18235176801681519,0.21598738431930542
1000015157.jpg,0.22710371017456055,0.19179731607437134,0.18587377667427063,0.18333958089351654,0.21188554167747498
1000015157.jpg,0.22947067022323608,0.19009028375148773,0.18176357448101044,0.1823558360338211,0.21631963551044464
1000015157.jpg,0.2297835797071457,0.18999402225017548,0.1813059151172638,0.18213631212711334,0.2167801558971405
1000015157.jpg,0.22628523409366608,0.19234508275985718,0.18725036084651947,0.18366731703281403,0.21045200526714325
1000015157.jpg,0.23041167855262756,0.18949653208255768,0.1802503615617752,0.18195268511772156,0.21788878738880157
1000015157.jpg,0.22691701352596283,0.19190286099910736,0.1861577332019806,0.18341045081615448,0.2116120457649231
1000015157.jpg,0.22873763740062714,0.19068123400211334,0.1830519139766693,0.18261338770389557,0.21491579711437225
1000015157.jpg,0.23214104771614075,0.18828964233398438,0.17726317048072815,0.18109405040740967,0.22121208906173706
1000015157.jpg,0.22853043675422668,0.1908426433801651,0.18342356383800507,0.18269097805023193,0.21451236307621002
1000015157.jpg,0.2257295399904251,0.19271184504032135,0.18817932903766632,0.1838822066783905,0.20949703454971313
1000015157.jpg,0.2296014428138733,0.1900460571050644,0.18167416751384735,0.18238157033920288,0.21629677712917328
1000015157.jpg,0.22941875457763672,0.19016355276107788,0.1818886548280716,0.18236573040485382,0.21616321802139282
1000015157.jpg,0.22892643511295319,0.1905311495065689,0.1827346533536911,0.18254128098487854,0.21526648104190826
1000015157.jpg,0.22889727354049683,0.19057397544384003,0.1827903538942337,0.1825474500656128,0.21519099175930023
1000015157.jpg,0.23003925383090973,0.18975915014743805,0.18085893988609314,0.18207699060440063,0.21726565062999725
1000015157.jpg,0.2277756631374359,0.19134940207004547,0.18468347191810608,0.18299278616905212,0.21319858729839325
1000015157.jpg,0.22839324176311493,0.19091913104057312,0.18364779651165009,0.18277448415756226,0.2142653465270996
1000015157.jpg,0.22873958945274353,0.19063551723957062,0.18305230140686035,0.18267585337162018,0.21489675343036652
1000015157.jpg,0.22989478707313538,0.1898459792137146,0.18108485639095306,0.18214744329452515,0.2170269638299942
1000015157.jpg,0.22705063223838806,0.19183993339538574,0.18594218790531158,0.1833355575799942,0.211831733584404
1000015157.jpg,0.2287580519914627,0.19063711166381836,0.18302379548549652,0.18264369666576385,0.21493732929229736
1000015157.jpg,0.22990787029266357,0.189804807305336,0.18104685842990875,0.1821669042110443,0.2170735001564026
1000015157.jpg,0.22908388078212738,0.19041667878627777,0.1824851781129837,0.18250425159931183,0.2155100256204605
1000015157.jpg,0.22783896327018738,0.19124671816825867,0.18453390896320343,0.18300452828407288,0.21337591111660004
1000015157.jpg,0.22965815663337708,0.1900428831577301,0.18151341378688812,0.18223538994789124,0.21655011177062988
1000015157.jpg,0.22908079624176025,0.19039449095726013,0.1824692338705063,0.18252673745155334,0.2155287265777588
1000015157.jpg,0.22709190845489502,0.19177672266960144,0.18581482768058777,0.18330805003643036,0.2120085209608078
1000015157.jpg,0.22938114404678345,0.1902329921722412,0.18195700645446777,0.18233153223991394,0.21609732508659363
1000015157.jpg,0.22635261714458466,0.19228437542915344,0.18713366985321045,0.18366087973117828,0.2105684131383896
1000015157.jpg,0.22830495238304138,0.19098426401615143,0.1838054656982422,0.18280991911888123,0.2140953540802002
1000015157.jpg,0.2293688803911209,0.19023285806179047,0.18200187385082245,0.18237031996250153,0.21602608263492584
1000015157.jpg,0.22864386439323425,0.1907469779253006,0.1832386702299118,0.1826755702495575,0.21469490230083466
1000015157.jpg,0.22991804778575897,0.18982551991939545,0.18101590871810913,0.1821146011352539,0.217125803232193
1000015157.jpg,0.22953328490257263,0.19011041522026062,0.18167616426944733,0.18225879967212677,0.21642129123210907
1000015157.jpg,0.2294931709766388,0.19013850390911102,0.18178613483905792,0.1823388636112213,0.21624329686164856
1000015157.jpg,0.23050406575202942,0.18939761817455292,0.18002456426620483,0.18187379837036133,0.21819990873336792
1000015157.jpg,0.22918155789375305,0.19040927290916443,0.18231716752052307,0.1824006885290146,0.2156912088394165
1000015157.jpg,0.22984233498573303,0.18990367650985718,0.18121552467346191,0.18217776715755463,0.21686066687107086
1000015157.jpg,0.230724036693573,0.18930207192897797,0.1797039657831192,0.18175800144672394,0.21851195394992828
1000015157.jpg,0.23013828694820404,0.18970678746700287,0.18068072199821472,0.18200767040252686,0.21746645867824554
1000015157.jpg,0.22865800559520721,0.19074639678001404,0.18318982422351837,0.18262995779514313,0.2147759050130844
1000015157.jpg,0.22995232045650482,0.18977239727973938,0.1809665858745575,0.18215033411979675,0.21715837717056274
1000015157.jpg,0.22856098413467407,0.19079099595546722,0.18335114419460297,0.18270334601402283,0.21459351480007172
1000015157.jpg,0.23013423383235931,0.18962568044662476,0.18061339855194092,0.18203894793987274,0.21758778393268585
1000015157.jpg,0.22919809818267822,0.19034914672374725,0.18229374289512634,0.18244990706443787,0.21570922434329987
1000015157.jpg,0.2302383929491043,0.18964284658432007,0.18052957952022552,0.18197086453437805,0.2176182121038437
1000015157.jpg,0.23051853477954865,0.1893877536058426,0.18000899255275726,0.18189294636249542,0.21819180250167847
1000015157.jpg,0.23070083558559418,0.1892724484205246,0.17971070110797882,0.18179377913475037,0.21852222084999084
1000015157.jpg,0.2296404391527176,0.190031960606575,0.1814904808998108,0.18222445249557495,0.21661266684532166
1000015157.jpg,0.2287883758544922,0.1906425952911377,0.18297168612480164,0.18258489668369293,0.21501238644123077
1000015157.jpg,0.227878138422966,0.19120730459690094,0.1845066249370575,0.18303710222244263,0.21337078511714935
1000015157.jpg,0.22656384110450745,0.19215278327465057,0.18674542009830475,0.18353229761123657,0.21100568771362305
1000015157.jpg,0.23061774671077728,0.18938206136226654,0.17985057830810547,0.1817612498998642,0.2183883935213089
1000015157.jpg,0.22995539009571075,0.18982286751270294,0.18097862601280212,0.1820894032716751,0.21715375781059265
1000015157.jpg,0.22912389039993286,0.19036802649497986,0.18239280581474304,0.18250088393688202,0.21561439335346222
1000015157.jpg,0.23027119040489197,0.18953752517700195,0.18042102456092834,0.1820090264081955,0.21776129305362701
1000015157.jpg,0.2303650826215744,0.18954192101955414,0.180292546749115,0.18190984427928925,0.217890664935112
1000015157.jpg,0.22874510288238525,0.19064897298812866,0.18304823338985443,0.1826448291540146,0.21491281688213348
1000015157.jpg,0.22999949753284454,0.18983052670955658,0.18095147609710693,0.1820748746395111,0.21714361011981964
1000015157.jpg,0.23032288253307343,0.1895892322063446,0.1803836226463318,0.18192356824874878,0.2177807092666626
1000015157.jpg,0.22821688652038574,0.19105470180511475,0.1839832216501236,0.18286801874637604,0.21387721598148346
1000015157.jpg,0.23008882999420166,0.18973302841186523,0.18075443804264069,0.18202456831932068,0.21739904582500458
1000015157.jpg,0.22985059022903442,0.1898878663778305,0.18116042017936707,0.18215319514274597,0.21694786846637726
1000015157.jpg,0.22689996659755707,0.19192999601364136,0.18617919087409973,0.18339358270168304,0.2115972638130188
1000015157.jpg,0.2262304574251175,0.19233281910419464,0.1873265951871872,0.1837555468082428,0.21035462617874146
1000015157.jpg,0.23128196597099304,0.18890537321567535,0.17872704565525055,0.18148355185985565,0.21960197389125824
1000015157.jpg,0.2286648452281952,0.19077055156230927,0.18322162330150604,0.18263839185237885,0.21470455825328827
1000015157.jpg,0.22811539471149445,0.1910807192325592,0.1841053068637848,0.18292857706546783,0.21376991271972656
1000015157.jpg,0.22662118077278137,0.1921127587556839,0.18665474653244019,0.183514803647995,0.2110965996980667
1000015157.jpg,0.23173503577709198,0.18848435580730438,0.1778777688741684,0.18132996559143066,0.22057293355464935
1000015157.jpg,0.22752191126346588,0.1915183663368225,0.1851527988910675,0.18314945697784424,0.21265743672847748
1000015157.jpg,0.22939692437648773,0.1902044713497162,0.18188466131687164,0.18229520320892334,0.2162187397480011
1000015157.jpg,0.2302621603012085,0.18959330022335052,0.1804458200931549,0.18196001648902893,0.21773873269557953
1000015157.jpg,0.22907353937625885,0.19043958187103271,0.18247689306735992,0.18246689438819885,0.21554309129714966
1000015157.jpg,0.231581449508667,0.18866679072380066,0.17820614576339722,0.18135878443717957,0.22018685936927795
1000015157.jpg,0.22891207039356232,0.1905621737241745,0.18276004493236542,0.18254348635673523,0.21522223949432373
1000015157.jpg,0.2297893762588501,0.1900092214345932,0.18131142854690552,0.18211650848388672,0.21677346527576447
1000015157.jpg,0.22883503139019012,0.1905958354473114,0.18286925554275513,0.18257646262645721,0.21512334048748016
1000015157.jpg,0.2301613986492157,0.18968993425369263,0.18066293001174927,0.1820324808359146,0.2174532264471054
1000015157.jpg,0.22909408807754517,0.19042810797691345,0.1824321150779724,0.18245543539524078,0.21559025347232819
1000015157.jpg,0.22847697138786316,0.19081002473831177,0.18348173797130585,0.18277283012866974,0.2144583910703659
1000015157.jpg,0.22742421925067902,0.19159235060214996,0.18531322479248047,0.18318748474121094,0.21248266100883484
1000015157.jpg,0.22737722098827362,0.191586434841156,0.18535774946212769,0.18320415914058685,0.21247443556785583
1000015157.jpg,0.22892172634601593,0.1905483603477478,0.18276925384998322,0.18255940079689026,0.21520115435123444
1000015157.jpg,0.23018643260002136,0.1896670013666153,0.18059919774532318,0.1819988191127777,0.2175484597682953
1000015157.jpg,0.2266290783882141,0.19209671020507812,0.18662814795970917,0.18349826335906982,0.21114782989025116
1000015157.jpg,0.22948899865150452,0.19015619158744812,0.18178096413612366,0.18229801952838898,0.21627575159072876
1000015157.jpg,0.22994351387023926,0.18980272114276886,0.18098855018615723,0.18213015794754028,0.21713502705097198
1000015157.jpg,0.23087595403194427,0.18920135498046875,0.17941780388355255,0.18165020644664764,0.21885475516319275
1000015157.jpg,0.2300506979227066,0.18974921107292175,0.18085381388664246,0.18209490180015564,0.21725143492221832
1000015157.jpg,0.2277766317129135,0.19133935868740082,0.18472224473953247,0.18305496871471405,0.21310682594776154
1000015157.jpg,0.22965051233768463,0.1900123506784439,0.18149630725383759,0.18225423991680145,0.2165866196155548
1000015157.jpg,0.22664834558963776,0.1920904666185379,0.18664179742336273,0.18353800475597382,0.2110813856124878
1000015157.jpg,0.2277790904045105,0.1912914514541626,0.1846662163734436,0.18306200206279755,0.21320131421089172
1000015157.jpg,0.22832508385181427,0.19094310700893402,0.18372437357902527,0.1827770322561264,0.21423037350177765
1000015157.jpg,0.2277398705482483,0.19135533273220062,0.1847526878118515,0.18304048478603363,0.21311156451702118
1000015157.jpg,0.22833490371704102,0.19095885753631592,0.18373897671699524,0.1827775239944458,0.21418973803520203
1000015157.jpg,0.2289963960647583,0.1905050277709961,0.18264637887477875,0.18252207338809967,0.2153300791978836
1000015157.jpg,0.2290463000535965,0.19044607877731323,0.18251492083072662,0.18251100182533264,0.21548175811767578
1000015157.jpg,0.2295180857181549,0.19013597071170807,0.1817341297864914,0.18229827284812927,0.21631352603435516
1000015157.jpg,0.22908161580562592,0.1903720647096634,0.182440385222435,0.18251587450504303,0.21559007465839386
1000015157.jpg,0.22900325059890747,0.19051717221736908,0.18267032504081726,0.18255163729190826,0.2152576446533203
1000015157.jpg,0.22861598432064056,0.19076108932495117,0.18323975801467896,0.18265005946159363,0.2147330790758133
1000015157.jpg,0.22711266577243805,0.1918095201253891,0.18587368726730347,0.1833285540342331,0.2118755280971527
1000015157.jpg,0.22964926064014435,0.1900337040424347,0.18151752650737762,0.18225730955600739,0.21654227375984192
1000015157.jpg,0.22621478140354156,0.1923878788948059,0.18737299740314484,0.18370421230793,0.2103201001882553
1000015157.jpg,0.22730499505996704,0.191615492105484,0.18550248444080353,0.18328222632408142,0.2122947871685028
1000015157.jpg,0.225868821144104,0.1926230788230896,0.18795637786388397,0.18382811546325684,0.20972365140914917
1000015157.jpg,0.22974099218845367,0.1899680197238922,0.18135324120521545,0.1822042316198349,0.21673360466957092
1000015157.jpg,0.2297416478395462,0.18997298181056976,0.18136152625083923,0.18221081793308258,0.2167130708694458
1000015157.jpg,0.2307174801826477,0.18929362297058105,0.17970220744609833,0.1817675083875656,0.2185191810131073
1000015157.jpg,0.23022229969501495,0.18963009119033813,0.18052518367767334,0.18198414146900177,0.217638298869133
1000015157.jpg,0.22673116624355316,0.1920606642961502,0.18648174405097961,0.18345800042152405,0.2112683802843094
1000015157.jpg,0.229422926902771,0.19018755853176117,0.18188944458961487,0.18234021961688995,0.2161598652601242
1000015157.jpg,0.22964146733283997,0.18998748064041138,0.1815657764673233,0.18236218392848969,0.21644307672977448
1000015157.jpg,0.23055735230445862,0.18940390646457672,0.1799505650997162,0.18181444704532623,0.21827369928359985
1000015157.jpg,0.22926582396030426,0.1903112679719925,0.18216386437416077,0.1823941469192505,0.21586494147777557
1000015157.jpg,0.22938382625579834,0.190229594707489,0.18198449909687042,0.18237100541591644,0.21603107452392578
1000015157.jpg,0.2299337387084961,0.18983902037143707,0.181013822555542,0.18210533261299133,0.21710807085037231
1000015157.jpg,0.23068073391914368,0.18929876387119293,0.17976371943950653,0.18181081116199493,0.21844594180583954
1000015157.jpg,0.2270759791135788,0.19176416099071503,0.1858154684305191,0.18331965804100037,0.2120247483253479
1000015157.jpg,0.23029649257659912,0.18959206342697144,0.18042562901973724,0.18195706605911255,0.21772873401641846
1000015157.jpg,0.22800152003765106,0.19111013412475586,0.18426354229450226,0.18296179175376892,0.2136630266904831
1000015157.jpg,0.22933734953403473,0.1902734935283661,0.18206481635570526,0.1823737770318985,0.21595054864883423
1000015157.jpg,0.22662878036499023,0.19212672114372253,0.18664728105068207,0.18348081409931183,0.21111638844013214
1000015157.jpg,0.23140697181224823,0.18878397345542908,0.17850378155708313,0.18145880103111267,0.21984651684761047
1000015157.jpg,0.23007787764072418,0.1897359937429428,0.18080392479896545,0.18208590149879456,0.21729637682437897
1000015157.jpg,0.22903721034526825,0.19047170877456665,0.1825699806213379,0.18251550197601318,0.21540556848049164
1000015157.jpg,0.2293906807899475,0.19021327793598175,0.18196794390678406,0.18237720429897308,0.21605084836483002
1000015157.jpg,0.22943073511123657,0.19021058082580566,0.1818751096725464,0.1822977066040039,0.21618591248989105
1000015157.jpg,0.22954745590686798,0.1900986135005951,0.18165689706802368,0.18226096034049988,0.2164360135793686
1000015157.jpg,0.23110049962997437,0.1890283226966858,0.17902961373329163,0.18155768513679504,0.2192838340997696
1000015157.jpg,0.23001329600811005,0.1897275149822235,0.18092037737369537,0.18217825889587402,0.21716056764125824
1000015157.jpg,0.22973540425300598,0.18998952209949493,0.18136990070343018,0.1821906864643097,0.21671447157859802
1000015157.jpg,0.2263777107000351,0.19227097928524017,0.18708674609661102,0.18362855911254883,0.2106359899044037
1000015157.jpg,0.23134858906269073,0.18886184692382812,0.1786377876996994,0.1814683973789215,0.21968336403369904
1000015157.jpg,0.23107178509235382,0.1889800876379013,0.17907533049583435,0.18166615068912506,0.21920667588710785
1000015157.jpg,0.22993141412734985,0.18985089659690857,0.18105101585388184,0.18212515115737915,0.21704155206680298
1000015157.jpg,0.22955524921417236,0.19010107219219208,0.1816709339618683,0.18228211998939514,0.21639060974121094
1000015157.jpg,0.23103171586990356,0.18907390534877777,0.1791730523109436,0.18163134157657623,0.21908999979496002
1000015157.jpg,0.22904342412948608,0.19047357141971588,0.18252000212669373,0.18246185779571533,0.21550114452838898
1000015157.jpg,0.2264174520969391,0.19225013256072998,0.18702588975429535,0.1836223155260086,0.21068423986434937
1000015157.jpg,0.22874362766742706,0.19068296253681183,0.18301768600940704,0.18257607519626617,0.2149796187877655
1000015157.jpg,0.23055385053157806,0.1894293874502182,0.18000394105911255,0.18184290826320648,0.2181699573993683
1000015157.jpg,0.2313666045665741,0.188829243183136,0.17858652770519257,0.18146498501300812,0.21975266933441162
1000015157.jpg,0.23058055341243744,0.1893029659986496,0.17987407743930817,0.18186414241790771,0.21837827563285828
1000015157.jpg,0.22983430325984955,0.18994463980197906,0.18120066821575165,0.18212661147117615,0.2168937772512436
1000015157.jpg,0.22826166450977325,0.1910354197025299,0.1838747262954712,0.18279404938220978,0.21403418481349945
